username,fishname,weight,value,rating,rarity,date,category,DateTime,time,isNew,Reset Date
thedevilkid,Big Mamma Pickle,0.4292728,86,1,Rare,2025-02-05,Vanilla,05/02/2025 10:56:49 PM,22:56:49,New,2025-02-05
mynameisjasonn,Streaked Spinefoot,0.1857883,37,1,Uncommon,2025-02-05,Vanilla,05/02/2025 10:57:12 PM,22:57:12,New,2025-02-05
bvnfire,MyNameIsJasonn,4.053084,405,1,Legendary,2025-02-05,CKFriends,05/02/2025 10:57:34 PM,22:57:34,New,2025-02-05
mccrarian,Carp,8.284104,16,2,Common,2025-02-05,Vanilla,05/02/2025 10:58:03 PM,22:58:03,New,2025-02-05
christopherclink,Carp,6.715706,13,1,Common,2025-02-05,Vanilla,05/02/2025 10:58:25 PM,22:58:25,Existing,2025-02-05
alexxx_44,Electric Catfish,20.77554,54,1,Uncommon,2025-02-05,Vanilla,05/02/2025 10:58:46 PM,22:58:46,New,2025-02-05
palfly15,Starfish,0.09658805,29,1,Uncommon,2025-02-05,Vanilla,05/02/2025 10:59:08 PM,22:59:08,New,2025-02-05
thedevilkid,VHS Tape,0.4663149,19,1,Junk,2025-02-05,Vanilla,05/02/2025 10:59:30 PM,22:59:30,New,2025-02-05
mynameisjasonn,Lobster,0.9087498,64,1,Uncommon,2025-02-05,Vanilla,05/02/2025 10:59:52 PM,22:59:52,New,2025-02-05
bvnfire,Orange Mandarin Fish,0.2177475,196,2,Epic,2025-02-05,Vanilla,05/02/2025 11:00:14 PM,23:00:14,New,2025-02-05
bugscanthide,Mug,0.4731665,9,1,Junk,2025-02-05,Vanilla,05/02/2025 11:00:41 PM,23:00:41,New,2025-02-05
thedevilkid,Barracuda,8.069393,27,1,Common,2025-02-05,Vanilla,05/02/2025 11:01:40 PM,23:01:40,New,2025-02-05
mynameisjasonn,Orangespined Unicornfish,1.039932,78,2,Rare,2025-02-05,Vanilla,05/02/2025 11:02:02 PM,23:02:02,New,2025-02-05
palfly15,Atlantic Cod,38.65598,29,1,Common,2025-02-05,Vanilla,05/02/2025 11:03:27 PM,23:03:27,New,2025-02-05
mccrarian,Black Spotted Grunt,4.58846,18,1,Common,2025-02-05,Vanilla,05/02/2025 11:03:49 PM,23:03:49,New,2025-02-05
mynameisjasonn,Soda Can,0.1005065,1,2,Junk,2025-02-05,Vanilla,05/02/2025 11:05:30 PM,23:05:30,New,2025-02-05
thedevilkid,Anchovy,16.2022,29,1,Common,2025-02-05,Stardew Valley,05/02/2025 11:05:51 PM,23:05:51,New,2025-02-05
palfly15,Electric Catfish,20.84166,54,1,Uncommon,2025-02-05,Vanilla,05/02/2025 11:07:09 PM,23:07:09,NewRecord,2025-02-05
porges_,Electric Catfish,23.64999,62,2,Uncommon,2025-02-05,Vanilla,05/02/2025 11:07:43 PM,23:07:43,NewRecord,2025-02-05
mynameisjasonn,Sponge,0.08151057,2,1,Epic,2025-02-05,Vanilla,05/02/2025 11:08:05 PM,23:08:05,New,2025-02-05
mccrarian,Rabbitfish,1.785137,31,1,Uncommon,2025-02-05,Vanilla,05/02/2025 11:08:27 PM,23:08:27,New,2025-02-05
thedevilkid,Marlin,304.6243,102,2,Rare,2025-02-05,Vanilla,05/02/2025 11:09:00 PM,23:09:00,New,2025-02-05
palfly15,Broken Sword,1.096708,110,2,Junk,2025-02-05,Vanilla,05/02/2025 11:09:24 PM,23:09:24,New,2025-02-05
mynameisjasonn,Finnish Fish,1.960179,69,1,Rare,2025-02-05,Vanilla,05/02/2025 11:11:12 PM,23:11:12,New,2025-02-05
mccrarian,Sea Urchin,0.1709229,26,1,Uncommon,2025-02-05,Vanilla,05/02/2025 11:11:35 PM,23:11:35,New,2025-02-05
thedevilkid,Can,0.4993759,5,1,Junk,2025-02-05,Vanilla,05/02/2025 11:11:57 PM,23:11:57,New,2025-02-05
palfly15,Orange Discus,0.3218046,118,2,Epic,2025-02-05,Vanilla,05/02/2025 11:12:18 PM,23:12:18,New,2025-02-05
porges_,Carp,7.52335,14,1,Common,2025-02-05,Vanilla,05/02/2025 11:12:42 PM,23:12:42,Existing,2025-02-05
mynameisjasonn,Tiger Shark,407.9368,245,1,Legendary,2025-02-05,Vanilla,05/02/2025 11:13:51 PM,23:13:51,New,2025-02-05
mccrarian,Lava Eel,36.75526,200,3,Epic,2025-02-05,Stardew Valley,05/02/2025 11:14:17 PM,23:14:17,New,2025-02-05
thedevilkid,Red-knobbed Starfish,0.1109412,78,3,Rare,2025-02-05,Vanilla,05/02/2025 11:15:11 PM,23:15:11,New,2025-02-05
palfly15,Angler,18.23124,336,1,Legendary,2025-02-05,Stardew Valley,05/02/2025 11:15:34 PM,23:15:34,New,2025-02-05
mynameisjasonn,Herring,21.64877,26,2,Common,2025-02-05,Stardew Valley,05/02/2025 11:16:02 PM,23:16:02,New,2025-02-05
porges_,Gummy Sharks,1.842106,28,1,Uncommon,2025-02-05,Vanilla,05/02/2025 11:16:24 PM,23:16:24,New,2025-02-05
thedevilkid,Black Redeye,44.63728,33,3,Common,2025-02-05,Vanilla,05/02/2025 11:18:34 PM,23:18:34,New,2025-02-05
mccrarian,Vape,0.2101886,11,2,Junk,2025-02-05,Vanilla,05/02/2025 11:18:56 PM,23:18:56,New,2025-02-05
palfly15,Rainbow Trout,26.85889,46,2,Uncommon,2025-02-05,Stardew Valley,05/02/2025 11:19:17 PM,23:19:17,New,2025-02-05
mynameisjasonn,Koi,11.78032,46,1,Uncommon,2025-02-05,Vanilla,05/02/2025 11:19:40 PM,23:19:40,New,2025-02-05
porges_,Mackerel,1.903065,19,1,Common,2025-02-05,Vanilla,05/02/2025 11:20:02 PM,23:20:02,New,2025-02-05
thedevilkid,Red Mullet,25.07336,60,2,Uncommon,2025-02-05,Stardew Valley,05/02/2025 11:20:23 PM,23:20:23,New,2025-02-05
mccrarian,Loggerhead Turtle,108.5772,113,1,Epic,2025-02-05,Vanilla,05/02/2025 11:20:46 PM,23:20:46,New,2025-02-05
mynameisjasonn,Carp - SV,41.22116,12,1,Common,2025-02-05,Stardew Valley,05/02/2025 11:21:09 PM,23:21:09,New,2025-02-05
palfly15,Hermit Crab,0.8929837,18,1,Common,2025-02-05,Vanilla,05/02/2025 11:21:31 PM,23:21:31,New,2025-02-05
thedevilkid,Crimsonfish,21.3429,457,2,Legendary,2025-02-05,Stardew Valley,05/02/2025 11:22:11 PM,23:22:11,New,2025-02-05
thedevilkid,Sandfish,21.97367,114,1,Epic,2025-02-05,Stardew Valley,05/02/2025 11:23:28 PM,23:23:28,New,2025-02-05
palfly15,Black Redeye,37.18807,28,1,Common,2025-02-05,Vanilla,05/02/2025 11:23:51 PM,23:23:51,Existing,2025-02-05
mynameisjasonn,Rubber Ducky,0.1086638,109,2,Rare,2025-02-05,Vanilla,05/02/2025 11:24:52 PM,23:24:52,New,2025-02-05
palfly15,VHS Tape,0.4243524,17,1,Junk,2025-02-05,Vanilla,05/02/2025 11:25:15 PM,23:25:15,Existing,2025-02-05
thedevilkid,Hermit Crab,0.9679958,19,1,Common,2025-02-05,Vanilla,05/02/2025 11:25:37 PM,23:25:37,NewRecord,2025-02-05
thedevilkid,Scorpion Carp,36.02533,98,2,Rare,2025-02-05,Stardew Valley,05/02/2025 11:27:42 PM,23:27:42,New,2025-02-05
palfly15,Henry's Shoe,1.905689,5,1,Junk,2025-02-05,Vanilla,05/02/2025 11:28:06 PM,23:28:06,New,2025-02-05
mynameisjasonn,Rubber Ducky,0.1123756,112,3,Rare,2025-02-05,Vanilla,05/02/2025 11:28:27 PM,23:28:27,NewRecord,2025-02-05
porges_,Trout,1.093709,16,2,Common,2025-02-05,Vanilla,05/02/2025 11:28:50 PM,23:28:50,New,2025-02-05
thedevilkid,CB Longneck,0.1801713,2,1,Junk,2025-02-05,Vanilla,05/02/2025 11:30:12 PM,23:30:12,New,2025-02-05
palfly15,Scrapermouth Mbuna,0.2242629,45,3,Uncommon,2025-02-05,Vanilla,05/02/2025 11:30:33 PM,23:30:33,New,2025-02-05
mynameisjasonn,Mussel,0.0967597,10,1,Common,2025-02-05,Vanilla,05/02/2025 11:31:48 PM,23:31:48,New,2025-02-05
palfly15,Starfish,0.1022877,31,2,Uncommon,2025-02-05,Vanilla,05/02/2025 11:32:15 PM,23:32:15,NewRecord,2025-02-05
mynameisjasonn,Black Redeye,39.97436,30,1,Common,2025-02-05,Vanilla,05/02/2025 11:33:18 PM,23:33:18,Existing,2025-02-05
porges_,Mahi Mahi,15.85447,85,2,Rare,2025-02-05,Vanilla,05/02/2025 11:33:39 PM,23:33:39,New,2025-02-05
mynameisjasonn,Candy Corydoras,5.137233,205,2,Epic,2025-02-05,Vanilla,05/02/2025 11:38:29 PM,23:38:29,New,2025-02-05
porges_,Blue Discus - SV,9.505335,114,1,Epic,2025-02-05,Stardew Valley,05/02/2025 11:38:54 PM,23:38:54,New,2025-02-05
thedevilkid,Can,0.5463229,5,2,Junk,2025-02-05,Vanilla,05/02/2025 11:40:28 PM,23:40:28,NewRecord,2025-02-05
mynameisjasonn,Tire,25.21592,8,1,Junk,2025-02-05,Vanilla,05/02/2025 11:45:19 PM,23:45:19,New,2025-02-05
porges_,Sea Urchin,0.1751092,26,1,Uncommon,2025-02-05,Vanilla,05/02/2025 11:45:41 PM,23:45:41,NewRecord,2025-02-05
isamook314159,Bream,34.99989,40,3,Uncommon,2025-02-05,Stardew Valley,05/02/2025 11:46:12 PM,23:46:12,New,2025-02-05
mynameisjasonn,Scorpion Carp,31.75995,87,1,Rare,2025-02-05,Stardew Valley,05/02/2025 11:47:21 PM,23:47:21,Existing,2025-02-05
mynameisjasonn,Gummy Worms,0.9859523,10,1,Common,2025-02-05,Vanilla,05/02/2025 11:52:51 PM,23:52:51,New,2025-02-05
porges_,Scooter,13.23566,44,1,Junk,2025-02-05,Vanilla,05/02/2025 11:53:12 PM,23:53:12,New,2025-02-05
chattykathy,Carp - SV,56.28973,17,3,Common,2025-02-05,Stardew Valley,05/02/2025 11:54:09 PM,23:54:09,NewRecord,2025-02-05
mynameisjasonn,Anchovy,17.08359,30,2,Common,2025-02-05,Stardew Valley,05/02/2025 11:55:14 PM,23:55:14,NewRecord,2025-02-05
porges_,Midnight Carp,53.21238,55,2,Uncommon,2025-02-06,Stardew Valley,06/02/2025 12:13:47 AM,00:13:47,New,2025-02-05
chattykathy,Midnight Carp,59.40398,62,3,Uncommon,2025-02-06,Stardew Valley,06/02/2025 12:28:39 AM,00:28:39,NewRecord,2025-02-05
mccrarian,Woodskip,26.70508,86,1,Rare,2025-02-06,Stardew Valley,06/02/2025 12:29:02 AM,00:29:02,New,2025-02-05
mynameisjasonn,Largemouth Bass,34.20907,55,3,Uncommon,2025-02-06,Stardew Valley,06/02/2025 12:29:25 AM,00:29:25,New,2025-02-05
porges_,Herring,18.44716,22,1,Common,2025-02-06,Stardew Valley,06/02/2025 12:29:47 AM,00:29:47,Existing,2025-02-05
mynameisjasonn,Spook Fish,63.38633,101,1,Epic,2025-02-06,Stardew Valley,06/02/2025 12:46:13 AM,00:46:13,New,2025-02-05
mynameisjasonn,Perch,2.797349,28,1,Common,2025-02-06,Vanilla,06/02/2025 12:56:49 AM,00:56:49,New,2025-02-05
porges_,Sunfish - SV,16.30833,31,2,Common,2025-02-06,Stardew Valley,06/02/2025 12:57:10 AM,00:57:10,New,2025-02-05
mccrarian,Mussel,0.08224323,8,1,Common,2025-02-06,Vanilla,06/02/2025 12:59:43 AM,00:59:43,Existing,2025-02-05
mynameisjasonn,Eagle Ray,176.4192,168,1,Epic,2025-02-06,Vanilla,06/02/2025 01:00:04 AM,01:00:04,New,2025-02-05
porges_,Red Discus,0.3556181,80,1,Rare,2025-02-06,Vanilla,06/02/2025 01:00:29 AM,01:00:29,New,2025-02-05
mccrarian,Gummy Worms,0.970463,10,1,Common,2025-02-06,Vanilla,06/02/2025 01:05:24 AM,01:05:24,Existing,2025-02-05
porges_,Lionfish,10.75172,83,1,Rare,2025-02-06,Stardew Valley,06/02/2025 01:05:45 AM,01:05:45,New,2025-02-05
mccrarian,Starfish,0.09207716,28,1,Uncommon,2025-02-06,Vanilla,06/02/2025 01:09:40 AM,01:09:40,Existing,2025-02-05
mynameisjasonn,Lingcod,48.89206,81,1,Rare,2025-02-06,Stardew Valley,06/02/2025 01:11:01 AM,01:11:01,New,2025-02-05
porges_,Smallmouth Bass,20.47886,23,1,Common,2025-02-06,Stardew Valley,06/02/2025 01:11:24 AM,01:11:24,New,2025-02-05
mccrarian,Scooter,14.98064,50,1,Junk,2025-02-06,Vanilla,06/02/2025 01:15:12 AM,01:15:12,NewRecord,2025-02-05
porges_,Sea Cucumber,23.65719,45,3,Uncommon,2025-02-06,Stardew Valley,06/02/2025 01:15:48 AM,01:15:48,New,2025-02-05
mynameisjasonn,Yellow Mandarin Fish,0.2198825,198,2,Epic,2025-02-06,Vanilla,06/02/2025 01:16:26 AM,01:16:26,New,2025-02-05
mccrarian,CB Longneck,0.211688,2,2,Junk,2025-02-06,Vanilla,06/02/2025 01:19:16 AM,01:19:16,NewRecord,2025-02-05
mynameisjasonn,Bonytail Chub,2.50455,67,1,Rare,2025-02-06,Vanilla,06/02/2025 01:19:37 AM,01:19:37,New,2025-02-05
porges_,Electric Catfish,23.83486,62,2,Uncommon,2025-02-06,Vanilla,06/02/2025 01:20:00 AM,01:20:00,NewRecord,2025-02-05
kaymisosoup,Bullhead,33.9804,50,2,Uncommon,2025-02-06,Stardew Valley,06/02/2025 01:21:34 AM,01:21:34,New,2025-02-05
mynameisjasonn,Singing Fish,4.10779,164,1,Legendary,2025-02-06,Vanilla,06/02/2025 01:46:06 AM,01:46:06,New,2025-02-05
porges_,Traffic Cone,0.8022983,6,1,Junk,2025-02-06,Vanilla,06/02/2025 01:46:39 AM,01:46:39,New,2025-02-05
chattykathy,Carp - SV,57.45295,17,3,Common,2025-02-06,Stardew Valley,06/02/2025 02:45:05 AM,02:45:05,NewRecord,2025-02-05
mynameisjasonn,Soda Can,0.09664819,1,1,Junk,2025-02-06,Vanilla,06/02/2025 02:45:27 AM,02:45:27,Existing,2025-02-05
porges_,Bonytail Chub,2.606586,70,1,Rare,2025-02-06,Vanilla,06/02/2025 02:45:48 AM,02:45:48,NewRecord,2025-02-05
mccrarian,Stingray,54.82777,144,1,Epic,2025-02-06,Stardew Valley,06/02/2025 02:46:10 AM,02:46:10,New,2025-02-05
mynameisjasonn,Shad,55.22831,51,3,Uncommon,2025-02-06,Stardew Valley,06/02/2025 02:47:32 AM,02:47:32,New,2025-02-05
isamook314159,Perch,3.240358,32,2,Common,2025-02-06,Vanilla,06/02/2025 02:55:03 AM,02:55:03,NewRecord,2025-02-05
porges_,Tiger Trout,23.00456,66,2,Rare,2025-02-06,Stardew Valley,06/02/2025 02:55:36 AM,02:55:36,New,2025-02-05
mccrarian,Funny Metal Tubes,0.2241425,2,3,Junk,2025-02-06,Vanilla,06/02/2025 02:55:58 AM,02:55:58,New,2025-02-05
mynameisjasonn,Yellowtang,0.6074303,78,1,Rare,2025-02-06,Vanilla,06/02/2025 03:13:54 AM,03:13:54,New,2025-02-05
palfly15,Hermit Crab,0.9841424,20,1,Common,2025-02-06,Vanilla,06/02/2025 04:28:38 AM,04:28:38,NewRecord,2025-02-05
mynameisjasonn,Carp - SV,40.95312,12,1,Common,2025-02-06,Stardew Valley,06/02/2025 04:28:59 AM,04:28:59,Existing,2025-02-05
mynameisjasonn,Frontosa Cichlid,0.5480538,38,2,Uncommon,2025-02-06,Vanilla,06/02/2025 04:33:27 AM,04:33:27,New,2025-02-05
palfly15,Pike,0.8734614,9,1,Common,2025-02-06,Vanilla,06/02/2025 04:33:49 AM,04:33:49,New,2025-02-05
palfly15,Vape,0.2181326,11,2,Junk,2025-02-06,Vanilla,06/02/2025 04:37:21 AM,04:37:21,NewRecord,2025-02-05
mynameisjasonn,Coffee Cup,0.2194381,2,2,Junk,2025-02-06,Vanilla,06/02/2025 04:37:42 AM,04:37:42,New,2025-02-05
porges_,Midnight Squid,20.94982,89,1,Epic,2025-02-06,Stardew Valley,06/02/2025 04:38:04 AM,04:38:04,New,2025-02-05
mynameisjasonn,Marlin,261.4743,87,1,Rare,2025-02-06,Vanilla,06/02/2025 04:46:24 AM,04:46:24,Existing,2025-02-05
porges_,Can,0.4451582,4,1,Junk,2025-02-06,Vanilla,06/02/2025 04:46:47 AM,04:46:47,Existing,2025-02-05
mynameisjasonn,Koi,15.69217,62,3,Uncommon,2025-02-06,Vanilla,06/02/2025 05:46:50 AM,05:46:50,NewRecord,2025-02-05
globglogabgalabyeast,Catfish,79.58967,82,2,Rare,2025-02-06,Stardew Valley,06/02/2025 05:47:24 AM,05:47:24,New,2025-02-05
mynameisjasonn,Bike,10.54809,32,2,Junk,2025-02-07,Vanilla,07/02/2025 12:01:20 AM,00:01:20,New,2025-02-05
novincent,Parrot Fish,2.035391,71,2,Rare,2025-02-07,Vanilla,07/02/2025 12:11:21 AM,00:11:21,New,2025-02-05
mynameisjasonn,Herring,20.17721,24,1,Common,2025-02-07,Stardew Valley,07/02/2025 12:11:44 AM,00:11:44,Existing,2025-02-05
porges_,Black Spotted Grunt,4.91939,20,1,Common,2025-02-07,Vanilla,07/02/2025 12:12:05 AM,00:12:05,NewRecord,2025-02-05
thedevilkid,Tiger Trout,21.91803,63,2,Rare,2025-02-07,Stardew Valley,07/02/2025 12:17:19 AM,00:17:19,Existing,2025-02-05
thedevilkid,Tiger Trout,21.6662,62,2,Rare,2025-02-07,Stardew Valley,07/02/2025 12:18:50 AM,00:18:50,Existing,2025-02-05
thedevilkid,Clownfish,0.2139016,96,2,Rare,2025-02-07,Vanilla,07/02/2025 12:21:22 AM,00:21:22,New,2025-02-05
porges_,Marlin,261.3698,87,1,Rare,2025-02-07,Vanilla,07/02/2025 12:21:53 AM,00:21:53,Existing,2025-02-05
thedevilkid,Ghostfish,30.2618,42,1,Uncommon,2025-02-07,Stardew Valley,07/02/2025 12:25:00 AM,00:25:00,New,2025-02-05
mynameisjasonn,Tiger Trout,19.26362,55,1,Rare,2025-02-07,Stardew Valley,07/02/2025 12:25:31 AM,00:25:31,Existing,2025-02-05
porges_,Green Sea Turtle,130.0028,57,1,Rare,2025-02-07,Vanilla,07/02/2025 12:25:54 AM,00:25:54,New,2025-02-05
mynameisjasonn,Red Snapper,28.15226,43,2,Uncommon,2025-02-07,Stardew Valley,07/02/2025 01:02:14 AM,01:02:14,New,2025-02-05
porges_,Nugget,0.1600559,2,1,Junk,2025-02-07,Vanilla,07/02/2025 01:02:55 AM,01:02:55,New,2025-02-05
mccrarian,Henry's Shoe,1.962895,5,1,Junk,2025-02-07,Vanilla,07/02/2025 01:45:41 AM,01:45:41,NewRecord,2025-02-05
mccrarian,Starfish,0.1000946,30,2,Uncommon,2025-02-07,Vanilla,07/02/2025 01:51:53 AM,01:51:53,Existing,2025-02-05
mynameisjasonn,Atlantic Cod,42.42069,32,2,Common,2025-02-07,Vanilla,07/02/2025 01:52:15 AM,01:52:15,NewRecord,2025-02-05
mynameisjasonn,Green Sea Turtle,144.1507,63,1,Rare,2025-02-07,Vanilla,07/02/2025 02:49:36 AM,02:49:36,NewRecord,2025-02-05
porges_,Carp,7.604513,14,1,Common,2025-02-07,Vanilla,07/02/2025 02:52:13 AM,02:52:13,Existing,2025-02-05
mynameisjasonn,Slimejack,28.85519,122,3,Epic,2025-02-07,Stardew Valley,07/02/2025 03:05:55 AM,03:05:55,New,2025-02-05
porges_,Murex Shellfish,0.541462,43,2,Uncommon,2025-02-07,Vanilla,07/02/2025 03:45:36 AM,03:45:36,New,2025-02-05
chattykathy,Funny Metal Tubes,0.2029305,2,2,Junk,2025-02-07,Vanilla,07/02/2025 03:45:58 AM,03:45:58,Existing,2025-02-05
mynameisjasonn,Chub,23.00351,32,1,Uncommon,2025-02-07,Stardew Valley,07/02/2025 03:46:19 AM,03:46:19,New,2025-02-05
palfly15,Herring,18.98999,23,1,Common,2025-02-07,Stardew Valley,07/02/2025 11:22:48 PM,23:22:48,Existing,2025-02-05
mynameisjasonn,Treasure Chest,94.08881,941,1,Legendary,2025-02-07,Vanilla,07/02/2025 11:23:18 PM,23:23:18,New,2025-02-05
palfly15,Strange Vase,0.4993565,10,1,Junk,2025-02-07,Vanilla,07/02/2025 11:25:14 PM,23:25:14,New,2025-02-05
matty240p,CB Longneck,0.1686869,2,1,Junk,2025-02-07,Vanilla,07/02/2025 11:25:36 PM,23:25:36,Existing,2025-02-05
novincent,Finnish Fish,2.18645,77,2,Rare,2025-02-07,Vanilla,07/02/2025 11:25:57 PM,23:25:57,NewRecord,2025-02-05
palfly15,Joel the Sturgeon,300.9614,301,2,Legendary,2025-02-07,Vanilla,07/02/2025 11:26:32 PM,23:26:32,New,2025-02-05
palfly15,Golden Redeye Rudd,0.6913634,35,1,Uncommon,2025-02-07,Vanilla,07/02/2025 11:29:13 PM,23:29:13,New,2025-02-05
palfly15,Blue Discus,0.1834513,18,1,Common,2025-02-07,Vanilla,07/02/2025 11:37:45 PM,23:37:45,New,2025-02-05
mccrarian,Bike,9.329476,28,1,Junk,2025-02-07,Vanilla,07/02/2025 11:38:07 PM,23:38:07,Existing,2025-02-05
palfly15,Scrapermouth Mbuna,0.1971192,39,1,Uncommon,2025-02-07,Vanilla,07/02/2025 11:39:41 PM,23:39:41,Existing,2025-02-05
palfly15,Gummy Worms,1.051898,11,2,Common,2025-02-07,Vanilla,07/02/2025 11:51:23 PM,23:51:23,NewRecord,2025-02-05
palfly15,Some Keys,0.2087672,10,2,Junk,2025-02-07,Vanilla,07/02/2025 11:55:23 PM,23:55:23,New,2025-02-05
mccrarian,Octopus - SV,47.39643,92,1,Rare,2025-02-07,Stardew Valley,07/02/2025 11:56:33 PM,23:56:33,New,2025-02-05
palfly15,Fish Cracker,0.4301391,4,1,Junk,2025-02-07,Vanilla,07/02/2025 11:58:14 PM,23:58:14,New,2025-02-05
mccrarian,Old PC,18.17743,182,1,Epic,2025-02-08,Vanilla,08/02/2025 12:00:49 AM,00:00:49,New,2025-02-05
mccrarian,Koi,12.56501,49,1,Uncommon,2025-02-08,Vanilla,08/02/2025 12:07:10 AM,00:07:10,Existing,2025-02-05
palfly15,Ms. Angler,19.70246,363,2,Legendary,2025-02-08,Stardew Valley,08/02/2025 12:09:31 AM,00:09:31,New,2025-02-05
thedevilkid,Red-knobbed Starfish,0.08383945,59,1,Rare,2025-02-08,Vanilla,08/02/2025 12:10:02 AM,00:10:02,Existing,2025-02-05
mccrarian,Oyster,0.489354,59,1,Uncommon,2025-02-08,Vanilla,08/02/2025 12:11:52 AM,00:11:52,New,2025-02-05
thedevilkid,Catfish,77.60126,80,2,Rare,2025-02-08,Stardew Valley,08/02/2025 12:12:29 AM,00:12:29,Existing,2025-02-05
mccrarian,Mug,0.482382,10,1,Junk,2025-02-08,Vanilla,08/02/2025 12:17:56 AM,00:17:56,NewRecord,2025-02-05
thedevilkid,Blue Discus,0.2014108,20,2,Common,2025-02-08,Vanilla,08/02/2025 12:18:17 AM,00:18:17,NewRecord,2025-02-05
porges_,Tire,32.40242,11,2,Junk,2025-02-08,Vanilla,08/02/2025 12:18:46 AM,00:18:46,NewRecord,2025-02-05
chattykathy,Thong,0.193437,2,1,Junk,2025-02-08,Vanilla,08/02/2025 12:19:08 AM,00:19:08,New,2025-02-05
thedevilkid,Bullhead,34.5232,51,3,Uncommon,2025-02-08,Stardew Valley,08/02/2025 12:20:20 AM,00:20:20,NewRecord,2025-02-05
mccrarian,Rabbitfish,2.175296,38,2,Uncommon,2025-02-08,Vanilla,08/02/2025 12:20:42 AM,00:20:42,NewRecord,2025-02-05
thedevilkid,Trout,1.059995,16,2,Common,2025-02-08,Vanilla,08/02/2025 12:25:17 AM,00:25:17,Existing,2025-02-05
thedevilkid,VHS Tape,0.4069558,16,1,Junk,2025-02-08,Vanilla,08/02/2025 12:27:21 AM,00:27:21,Existing,2025-02-05
porges_,Electric Catfish,21.39654,56,1,Uncommon,2025-02-08,Vanilla,08/02/2025 12:28:02 AM,00:28:02,Existing,2025-02-05
mccrarian,Emperor Angelfish,1.580176,74,2,Rare,2025-02-08,Vanilla,08/02/2025 12:28:24 AM,00:28:24,New,2025-02-05
thedevilkid,Strange Vase,0.5339748,11,2,Junk,2025-02-08,Vanilla,08/02/2025 12:28:58 AM,00:28:58,NewRecord,2025-02-05
thedevilkid,Salmon,3.874133,29,1,Common,2025-02-08,Vanilla,08/02/2025 12:30:38 AM,00:30:38,New,2025-02-05
mccrarian,Eel,66.09656,57,1,Rare,2025-02-08,Stardew Valley,08/02/2025 12:31:34 AM,00:31:34,New,2025-02-05
thedevilkid,Ghost Fish,4.620745,139,1,Epic,2025-02-08,Vanilla,08/02/2025 12:36:16 AM,00:36:16,New,2025-02-05
thedevilkid,Can,0.5463313,5,2,Junk,2025-02-08,Vanilla,08/02/2025 12:37:44 AM,00:37:44,NewRecord,2025-02-05
mccrarian,Koi,15.47179,61,3,Uncommon,2025-02-08,Vanilla,08/02/2025 12:38:05 AM,00:38:05,Existing,2025-02-05
mccrarian,Electric Catfish,20.86128,54,1,Uncommon,2025-02-08,Vanilla,08/02/2025 12:41:45 AM,00:41:45,Existing,2025-02-05
porges_,Catfish,80.00562,82,2,Rare,2025-02-08,Stardew Valley,08/02/2025 12:56:58 AM,00:56:58,NewRecord,2025-02-05
mccrarian,Scooter,14.22119,47,1,Junk,2025-02-08,Vanilla,08/02/2025 12:57:21 AM,00:57:21,Existing,2025-02-05
mccrarian,Atlantic Cod,36.80498,28,1,Common,2025-02-08,Vanilla,08/02/2025 12:59:40 AM,00:59:40,Existing,2025-02-05
porges_,Bullhead,25.86607,38,1,Uncommon,2025-02-08,Stardew Valley,08/02/2025 01:00:01 AM,01:00:01,Existing,2025-02-05
mccrarian,Gummy Sharks,1.842327,28,1,Uncommon,2025-02-08,Vanilla,08/02/2025 01:09:36 AM,01:09:36,NewRecord,2025-02-05
porges_,Lava Eel,28.2018,154,1,Epic,2025-02-08,Stardew Valley,08/02/2025 01:10:34 AM,01:10:34,Existing,2025-02-05
porges_,Can,0.448006,4,1,Junk,2025-02-08,Vanilla,08/02/2025 01:25:15 AM,01:25:15,Existing,2025-02-05
chattykathy,Trolley,22.42792,11,3,Junk,2025-02-08,Vanilla,08/02/2025 01:40:00 AM,01:40:00,New,2025-02-05
mynameisjasonn,Red Discus,0.4293608,97,2,Rare,2025-02-08,Vanilla,08/02/2025 01:40:22 AM,01:40:22,NewRecord,2025-02-05
mccrarian,Bream,26.60953,30,1,Uncommon,2025-02-08,Stardew Valley,08/02/2025 01:40:45 AM,01:40:45,Existing,2025-02-05
mynameisjasonn,Halibut,32.88578,48,1,Uncommon,2025-02-08,Stardew Valley,08/02/2025 01:49:51 AM,01:49:51,New,2025-02-05
mccrarian,Sea Cucumber,20.4527,39,1,Uncommon,2025-02-08,Stardew Valley,08/02/2025 01:50:21 AM,01:50:21,Existing,2025-02-05
porges_,Loggerhead Turtle,138.4065,144,2,Epic,2025-02-08,Vanilla,08/02/2025 01:53:44 AM,01:53:44,NewRecord,2025-02-05
mynameisjasonn,Barracuda,7.707225,26,1,Common,2025-02-08,Vanilla,08/02/2025 01:54:13 AM,01:54:13,Existing,2025-02-05
porges_,Tiger Trout,17.88272,51,1,Rare,2025-02-08,Stardew Valley,08/02/2025 02:01:06 AM,02:01:06,Existing,2025-02-05
mccrarian,Golden Redeye Rudd,0.6725995,34,1,Uncommon,2025-02-08,Vanilla,08/02/2025 02:01:28 AM,02:01:28,Existing,2025-02-05
mynameisjasonn,Mussel,0.08819427,9,1,Common,2025-02-08,Vanilla,08/02/2025 02:23:02 AM,02:23:02,Existing,2025-02-05
